Calendar Day,Group,Division,Business Unit,Gross Order $
03/04/2018,Hubbell Lighting,C & I,Life Safety,1558274.88
03/04/2018,Hubbell Lighting,C & I,Litecontrol,807783.25
03/04/2018,Hubbell Lighting,C & I,Outdoor,1581507.06
03/04/2018,Hubbell Lighting,C & I,Prescolite,997262.7
03/04/2018,Hubbell Lighting,C & I,Security Lighting,431890.86
03/04/2018,Hubbell Lighting,Residential,Progress Lighting,5067411.37
03/04/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1780589.29
03/04/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,515533.32
03/04/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1470287.97
03/04/2018,Power Systems,Civil & Construction,Civil & Construction,4449741.31
03/04/2018,Power Systems,Connectors,Connectors,4226640.64
03/04/2018,Power Systems,Enclosures,Enclosures,2828659.07
03/04/2018,Power Systems,HPS China,HPS China,9191.45
03/04/2018,Power Systems,Switching Fusing,Switching & Fusing,3082394.77
03/04/2018,Power Systems,Tools and Equipment,Tools and Equipment,1130226.95
03/04/2018,Power Systems,Total Bushings,Bushings,1514066.11
03/04/2018,Power Systems,Utility Automation,Utility Automation,919169.89
03/11/2018,Commercial & Industrial,ACME,ACME,711446.11
03/11/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,739498.2
03/11/2018,Commercial & Industrial,Hipotronics,Hipotronics,229837.14
03/11/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,878246.86
03/11/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4598151.54
03/11/2018,Commercial & Industrial,WBP,Bryant Electric,273997.63
03/11/2018,Commercial & Industrial,WBP,Premise Wiring,1261176.66
03/11/2018,Commercial & Industrial,WBP,WDK,8631437
03/11/2018,Commercial & Industrial,Wiegmann,Wiegmann,1234386.14
03/11/2018,Construction & Energy,Burndy - US,Burndy - US,5926632.64
03/11/2018,Construction & Energy,CMC,CMC,1567556.81
03/11/2018,Construction & Energy,Continental Industries,Continental Industries,0
03/11/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,268852.52
03/11/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,571772.67
03/11/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,5652.3
03/11/2018,Construction & Energy,Hawke - UK,Hawke - UK,164267.24
03/11/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2625228.29
03/11/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,468946.71
03/11/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,771498.11
03/11/2018,Construction & Energy,Killark,Killark,2104671.05
03/11/2018,Hubbell Lighting,C & I,AAL,236380.75
03/11/2018,Hubbell Lighting,C & I,Alera,195459.43
03/11/2018,Hubbell Lighting,C & I,Beacon,1313483.78
03/11/2018,Hubbell Lighting,C & I,Columbia,6504023.74
03/11/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,759312.58
03/11/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,495228.29
03/11/2018,Hubbell Lighting,C & I,Industrial Lighting,221703.5
03/11/2018,Hubbell Lighting,C & I,Kim,1282561.18
03/11/2018,Hubbell Lighting,C & I,Kurt Versen,203754.49
03/11/2018,Hubbell Lighting,C & I,Life Safety,1452705.2
03/11/2018,Hubbell Lighting,C & I,Litecontrol,691045.15
03/11/2018,Hubbell Lighting,C & I,Outdoor,1635235.19
03/11/2018,Hubbell Lighting,C & I,Prescolite,1021899.57
03/11/2018,Hubbell Lighting,C & I,Security Lighting,347574.52
03/11/2018,Hubbell Lighting,Residential,Progress Lighting,5276472.68
03/11/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1478875.83
03/11/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,478560.04
03/11/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1131276.58
03/11/2018,Power Systems,Civil & Construction,Civil & Construction,4482086.81
03/11/2018,Power Systems,Connectors,Connectors,4538531.13
03/11/2018,Power Systems,Enclosures,Enclosures,2992708.37
03/11/2018,Power Systems,HPS China,HPS China,40038.81
03/11/2018,Power Systems,Switching Fusing,Switching & Fusing,3108481.55
03/11/2018,Power Systems,Tools and Equipment,Tools and Equipment,1381881.78
03/11/2018,Power Systems,Total Bushings,Bushings,1197728.98
03/11/2018,Power Systems,Utility Automation,Utility Automation,1567011.31
03/18/2018,Commercial & Industrial,ACME,ACME,849817.99
03/18/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,735133.49
03/18/2018,Commercial & Industrial,Hipotronics,Hipotronics,104131.6
03/18/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1436370.24
03/18/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,5531434.74
03/18/2018,Commercial & Industrial,WBP,Bryant Electric,465072.85
03/18/2018,Commercial & Industrial,WBP,Premise Wiring,1009232.11
03/18/2018,Commercial & Industrial,WBP,WDK,8778159.57
03/18/2018,Commercial & Industrial,Wiegmann,Wiegmann,1052443.39
03/18/2018,Construction & Energy,Burndy - US,Burndy - US,6649289.27
03/18/2018,Construction & Energy,CMC,CMC,1118599.69
03/18/2018,Construction & Energy,Continental Industries,Continental Industries,0
03/18/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,297067.82
03/18/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,904303.59
03/18/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
03/18/2018,Construction & Energy,Hawke - UK,Hawke - UK,509357.14
03/18/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2445782.62
03/18/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,491682.44
03/18/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,349978.01
03/18/2018,Construction & Energy,Killark,Killark,1631121.86
03/18/2018,Hubbell Lighting,C & I,AAL,663758.64
03/18/2018,Hubbell Lighting,C & I,Alera,116842.64
03/18/2018,Hubbell Lighting,C & I,Beacon,1111495.28
03/18/2018,Hubbell Lighting,C & I,Columbia,7419880.32
03/18/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,1007056.25
03/18/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,568090.84
03/18/2018,Hubbell Lighting,C & I,Industrial Lighting,490535
03/18/2018,Hubbell Lighting,C & I,Kim,894125.47
03/18/2018,Hubbell Lighting,C & I,Kurt Versen,47806.88
03/18/2018,Hubbell Lighting,C & I,Life Safety,1482744.09
03/18/2018,Hubbell Lighting,C & I,Litecontrol,477086.85
03/18/2018,Hubbell Lighting,C & I,Outdoor,1540077.41
03/18/2018,Hubbell Lighting,C & I,Prescolite,1156126.24
03/18/2018,Hubbell Lighting,C & I,Security Lighting,448067.62
03/18/2018,Hubbell Lighting,Residential,Progress Lighting,6340504.24
03/18/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1666466.7
03/18/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,569565.3
03/18/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,838034.9
03/18/2018,Power Systems,Civil & Construction,Civil & Construction,3844815.23
03/18/2018,Power Systems,Connectors,Connectors,3486640.24
03/18/2018,Power Systems,Enclosures,Enclosures,3752699.38
03/18/2018,Power Systems,HPS China,HPS China,196961.72
03/18/2018,Power Systems,Switching Fusing,Switching & Fusing,3421089.63
03/18/2018,Power Systems,Tools and Equipment,Tools and Equipment,2188838.5
03/18/2018,Power Systems,Total Bushings,Bushings,734168.21
03/18/2018,Power Systems,Utility Automation,Utility Automation,747852.62
03/25/2018,Commercial & Industrial,ACME,ACME,852562.07
03/25/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,757725.38
03/25/2018,Commercial & Industrial,Hipotronics,Hipotronics,147656.53
03/25/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1271022.59
03/25/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4798503.82
03/25/2018,Commercial & Industrial,WBP,Bryant Electric,356135.85
03/25/2018,Commercial & Industrial,WBP,Premise Wiring,1483865.02
03/25/2018,Commercial & Industrial,WBP,WDK,7688802.54
03/25/2018,Commercial & Industrial,Wiegmann,Wiegmann,1057424.23
03/25/2018,Construction & Energy,Burndy - US,Burndy - US,5264559.98
03/25/2018,Construction & Energy,CMC,CMC,2803555.14
03/25/2018,Construction & Energy,Continental Industries,Continental Industries,0
03/25/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,303887.03
03/25/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1368898.16
03/25/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
03/25/2018,Construction & Energy,Hawke - UK,Hawke - UK,286793.51
03/25/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2728272.82
03/25/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,1219117.89
03/25/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,453258.7
03/25/2018,Construction & Energy,Killark,Killark,1644662.86
03/25/2018,Hubbell Lighting,C & I,AAL,441222.32
03/25/2018,Hubbell Lighting,C & I,Alera,257749.57
03/25/2018,Hubbell Lighting,C & I,Beacon,1501107.98
03/25/2018,Hubbell Lighting,C & I,Columbia,4153741.31
03/25/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,1064658.12
03/25/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,486888.01
03/25/2018,Hubbell Lighting,C & I,Industrial Lighting,258851.86
03/25/2018,Hubbell Lighting,C & I,Kim,981335.98
03/25/2018,Hubbell Lighting,C & I,Kurt Versen,185028.32
03/25/2018,Hubbell Lighting,C & I,Life Safety,1827077.43
03/25/2018,Hubbell Lighting,C & I,Litecontrol,548728.16
03/25/2018,Hubbell Lighting,C & I,Outdoor,1451431.4
03/25/2018,Hubbell Lighting,C & I,Prescolite,1358140.47
03/25/2018,Hubbell Lighting,C & I,Security Lighting,346089.28
03/25/2018,Hubbell Lighting,Residential,Progress Lighting,5256132.14
03/25/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1581954.46
03/25/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,383617.21
03/25/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,1243405.24
03/25/2018,Power Systems,Civil & Construction,Civil & Construction,4151829.69
03/25/2018,Power Systems,Connectors,Connectors,3763296.92
03/25/2018,Power Systems,Enclosures,Enclosures,3725881.94
03/25/2018,Power Systems,HPS China,HPS China,17243.13
03/25/2018,Power Systems,Switching Fusing,Switching & Fusing,2681883.96
03/25/2018,Power Systems,Tools and Equipment,Tools and Equipment,1057142.49
03/25/2018,Power Systems,Total Bushings,Bushings,1055887.56
03/25/2018,Power Systems,Utility Automation,Utility Automation,1295393.23
04/01/2018,Commercial & Industrial,ACME,ACME,652544.95
04/01/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,602840.05
04/01/2018,Commercial & Industrial,Hipotronics,Hipotronics,293716.9
04/01/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1358135.18
04/01/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,6197455.38
04/01/2018,Commercial & Industrial,WBP,Bryant Electric,406163.84
04/01/2018,Commercial & Industrial,WBP,Premise Wiring,1023082.65
04/01/2018,Commercial & Industrial,WBP,WDK,8935812.4
04/01/2018,Commercial & Industrial,Wiegmann,Wiegmann,974566.08
04/01/2018,Construction & Energy,Burndy - US,Burndy - US,5197819.22
04/01/2018,Construction & Energy,CMC,CMC,827145.04
04/01/2018,Construction & Energy,Continental Industries,Continental Industries,0
04/01/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,244283.06
04/01/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,1554208.46
04/01/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
04/01/2018,Construction & Energy,Hawke - UK,Hawke - UK,1042729.31
04/01/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,3470667.39
04/01/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,680209.95
04/01/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,661358.43
04/01/2018,Construction & Energy,Killark,Killark,1531943.15
04/01/2018,Hubbell Lighting,C & I,AAL,431839.84
04/01/2018,Hubbell Lighting,C & I,Alera,79283.68
04/01/2018,Hubbell Lighting,C & I,Beacon,1168584.86
04/01/2018,Hubbell Lighting,C & I,Columbia,4371490.58
04/01/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,798728.88
04/01/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,416560.61
04/01/2018,Hubbell Lighting,C & I,Industrial Lighting,238908.69
04/01/2018,Hubbell Lighting,C & I,Kim,841088.19
04/01/2018,Hubbell Lighting,C & I,Kurt Versen,45470.27
04/01/2018,Hubbell Lighting,C & I,Life Safety,1315601.12
04/01/2018,Hubbell Lighting,C & I,Litecontrol,1538020.65
04/01/2018,Hubbell Lighting,C & I,Outdoor,1107838.37
04/01/2018,Hubbell Lighting,C & I,Prescolite,1314276.46
04/01/2018,Hubbell Lighting,C & I,Security Lighting,333891.94
04/01/2018,Hubbell Lighting,Residential,Progress Lighting,5629760.74
04/01/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1386797.27
04/01/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,496533.87
04/01/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,769698.67
04/01/2018,Power Systems,Civil & Construction,Civil & Construction,3379385.56
04/01/2018,Power Systems,Connectors,Connectors,3434640.47
04/01/2018,Power Systems,Enclosures,Enclosures,4022219.99
04/01/2018,Power Systems,HPS China,HPS China,2073474.97
04/01/2018,Power Systems,Switching Fusing,Switching & Fusing,3464363.76
04/01/2018,Power Systems,Tools and Equipment,Tools and Equipment,1042493.62
04/01/2018,Power Systems,Total Bushings,Bushings,877447.3
04/01/2018,Power Systems,Utility Automation,Utility Automation,1072188.29
04/08/2018,Commercial & Industrial,ACME,ACME,815523.75
04/08/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,750417.25
04/08/2018,Commercial & Industrial,Hipotronics,Hipotronics,107739.61
04/08/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1145677.16
04/08/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4752639.98
04/08/2018,Commercial & Industrial,WBP,Bryant Electric,343777.15
04/08/2018,Commercial & Industrial,WBP,Premise Wiring,1685331.69
04/08/2018,Commercial & Industrial,WBP,WDK,7856746.04
04/08/2018,Commercial & Industrial,Wiegmann,Wiegmann,1200066.02
04/08/2018,Construction & Energy,Burndy - US,Burndy - US,5806390.66
04/08/2018,Construction & Energy,CMC,CMC,1650836.73
04/08/2018,Construction & Energy,Continental Industries,Continental Industries,0
04/08/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,424484.87
04/08/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,709960.63
04/08/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,-84.35
04/08/2018,Construction & Energy,Hawke - UK,Hawke - UK,177682.77
04/08/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2632426.54
04/08/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,290045.17
04/08/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,830296.86
04/08/2018,Construction & Energy,Killark,Killark,1721245.36
04/08/2018,Hubbell Lighting,C & I,AAL,358491.49
04/08/2018,Hubbell Lighting,C & I,Alera,260348.83
04/08/2018,Hubbell Lighting,C & I,Beacon,1337137.25
04/08/2018,Hubbell Lighting,C & I,Columbia,3038777.1
04/08/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,983348.99
04/08/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,550100.4
04/08/2018,Hubbell Lighting,C & I,Industrial Lighting,260162.9
04/08/2018,Hubbell Lighting,C & I,Kim,798399.64
04/08/2018,Hubbell Lighting,C & I,Kurt Versen,37821.78
04/08/2018,Hubbell Lighting,C & I,Life Safety,1383030.12
04/08/2018,Hubbell Lighting,C & I,Litecontrol,1680289.31
04/08/2018,Hubbell Lighting,C & I,Outdoor,1330358.21
04/08/2018,Hubbell Lighting,C & I,Prescolite,1145577.73
04/08/2018,Hubbell Lighting,C & I,Security Lighting,255492.82
04/08/2018,Hubbell Lighting,Residential,Progress Lighting,5654685.9
04/08/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1593380.48
04/08/2018,Power Systems,Aiken - Cable Acc,Aiken - Cable Acc,428154.98
04/08/2018,Power Systems,Aiken - Insulator,Aiken - Insulator,832330.61
04/08/2018,Power Systems,Civil & Construction,Civil & Construction,3734280.23
04/08/2018,Power Systems,Connectors,Connectors,3398914.66
04/08/2018,Power Systems,Enclosures,Enclosures,4732337.64
04/08/2018,Power Systems,HPS China,HPS China,674357.98
04/08/2018,Power Systems,Switching Fusing,Switching & Fusing,2182276.14
04/08/2018,Power Systems,Tools and Equipment,Tools and Equipment,1260989.33
04/08/2018,Power Systems,Total Bushings,Bushings,1225891.97
04/08/2018,Power Systems,Utility Automation,Utility Automation,1073078.49
04/15/2018,Commercial & Industrial,ACME,ACME,647667.59
04/15/2018,Commercial & Industrial,Gleason Reel,Gleason Reel,626234.84
04/15/2018,Commercial & Industrial,Hipotronics,Hipotronics,318150.93
04/15/2018,Commercial & Industrial,Industrial Controls,Industrial Controls,1790529.55
04/15/2018,Commercial & Industrial,Raco/TayMac,Raco/TayMac,4662831.4
04/15/2018,Commercial & Industrial,WBP,Bryant Electric,341251.54
04/15/2018,Commercial & Industrial,WBP,Premise Wiring,1695265.34
04/15/2018,Commercial & Industrial,WBP,WDK,8934056.82
04/15/2018,Commercial & Industrial,Wiegmann,Wiegmann,1230258.67
04/15/2018,Construction & Energy,Burndy - US,Burndy - US,5374861.75
04/15/2018,Construction & Energy,CMC,CMC,1385278.68
04/15/2018,Construction & Energy,Continental Industries,Continental Industries,0
04/15/2018,Construction & Energy,GAI-Tronics - UK,Gai-Tronics - UK,1666240.67
04/15/2018,Construction & Energy,GAI-Tronics - US,GAI-Tronics - US,911765.42
04/15/2018,Construction & Energy,Gai-Tronics - Italy,Gai-Tronics - Italy,0
04/15/2018,Construction & Energy,Hawke - UK,Hawke - UK,183723.86
04/15/2018,Construction & Energy,Hubbell Canada,Hubbell Canada,2625864.96
04/15/2018,Construction & Energy,Hubbell Products Mexico,Hubbell Products Mexico,551059.27
04/15/2018,Construction & Energy,Hubbell Scotland,Hubbell Scotland,806555.62
04/15/2018,Construction & Energy,Killark,Killark,2309159.62
04/15/2018,Hubbell Lighting,C & I,AAL,1111693.29
04/15/2018,Hubbell Lighting,C & I,Alera,211549.71
04/15/2018,Hubbell Lighting,C & I,Beacon,703082.13
04/15/2018,Hubbell Lighting,C & I,Columbia,3755400.45
04/15/2018,Hubbell Lighting,C & I,Hubbell Control Solutions,668990.36
04/15/2018,Hubbell Lighting,C & I,Hubbell Lighting Components,986690.78
04/15/2018,Hubbell Lighting,C & I,Industrial Lighting,481919.12
04/15/2018,Hubbell Lighting,C & I,Kim,807580.09
04/15/2018,Hubbell Lighting,C & I,Kurt Versen,134201.9
04/15/2018,Hubbell Lighting,C & I,Life Safety,1528060.7
04/15/2018,Hubbell Lighting,C & I,Litecontrol,719757.69
04/15/2018,Hubbell Lighting,C & I,Outdoor,1420911.72
04/15/2018,Hubbell Lighting,C & I,Prescolite,1273501.32
04/15/2018,Hubbell Lighting,C & I,Security Lighting,294096.28
04/15/2018,Hubbell Lighting,Residential,Progress Lighting,5419658.33
04/15/2018,Power Systems,Aiken - Arresters,Aiken - Arresters,1303588.5
