Work Day,Group,Division,Actual $
01/23/2018,Construction & Energy,GAI-Tronics - US,236350
01/23/2018,Construction & Energy,Hawke - UK,94431
01/23/2018,Construction & Energy,Hubbell Canada,453202
01/23/2018,Construction & Energy,Hubbell Products Mexico,75850
01/23/2018,Construction & Energy,Hubbell Scotland,153371
01/23/2018,Construction & Energy,Killark,210691
01/23/2018,Construction & Energy,Lyall,210000
01/23/2018,Hubbell Lighting,C & I,2503555
01/23/2018,Hubbell Lighting,Residential,748421
01/23/2018,Integrated Solutions,Integrated Solutions,487
01/23/2018,Power Systems,Aiken - Arresters,259973
01/23/2018,Power Systems,Aiken - Cable Acc,44907
01/23/2018,Power Systems,Aiken - Insulator,206735
01/23/2018,Power Systems,Civil & Construction,538426
01/23/2018,Power Systems,Connectors,1024743
01/23/2018,Power Systems,EMC,114033
01/23/2018,Power Systems,Enclosures,897720
01/23/2018,Power Systems,HPS Brazil,96000
01/23/2018,Power Systems,HPS China,5140
01/23/2018,Power Systems,Switching Fusing,512900
01/23/2018,Power Systems,Tools and Equipment,186807
01/23/2018,Power Systems,Total Bushings,382149
01/23/2018,Power Systems,Utility Automation,48877
01/24/2018,Commercial & Industrial,ACME,138734
01/24/2018,Commercial & Industrial,Gleason Reel,140977
01/24/2018,Commercial & Industrial,Haefely,16449
01/24/2018,Commercial & Industrial,Hipotronics,21727
01/24/2018,Commercial & Industrial,Industrial Controls,160447
01/24/2018,Commercial & Industrial,Raco/TayMac,773021
01/24/2018,Commercial & Industrial,WBP,2196797
01/24/2018,Commercial & Industrial,Wiegmann,99509
01/24/2018,Construction & Energy,Austdac,48797
01/24/2018,Construction & Energy,Burndy - US,754822
01/24/2018,Construction & Energy,CMC,164417
01/24/2018,Construction & Energy,Continental Industries,439000
01/24/2018,Construction & Energy,GAI-Tronics - UK,80778
01/24/2018,Construction & Energy,GAI-Tronics - US,253933
01/24/2018,Construction & Energy,Gai-Tronics - Italy,-45000
01/24/2018,Construction & Energy,Hawke - UK,334612
01/24/2018,Construction & Energy,Hubbell Canada,305730
01/24/2018,Construction & Energy,Hubbell Products Mexico,153219
01/24/2018,Construction & Energy,Hubbell Scotland,77287
01/24/2018,Construction & Energy,Killark,258765
01/24/2018,Construction & Energy,Lyall,313000
01/24/2018,Hubbell Lighting,C & I,2104001
01/24/2018,Hubbell Lighting,Residential,828730
01/24/2018,Integrated Solutions,Integrated Solutions,4959
01/24/2018,Power Systems,Aiken - Arresters,284998
01/24/2018,Power Systems,Aiken - Cable Acc,66297
01/24/2018,Power Systems,Aiken - Insulator,153327
01/24/2018,Power Systems,Civil & Construction,626748
01/24/2018,Power Systems,Connectors,641344
01/24/2018,Power Systems,EMC,116586
01/24/2018,Power Systems,Enclosures,267157
01/24/2018,Power Systems,HPS Brazil,1080798
01/24/2018,Power Systems,HPS China,69421
01/24/2018,Power Systems,Switching Fusing,215560
01/24/2018,Power Systems,Tools and Equipment,305429
01/24/2018,Power Systems,Total Bushings,507535
01/24/2018,Power Systems,Utility Automation,140090
01/25/2018,Commercial & Industrial,ACME,148832
01/25/2018,Commercial & Industrial,Gleason Reel,109304
01/25/2018,Commercial & Industrial,Haefely,4398
01/25/2018,Commercial & Industrial,Hipotronics,0
01/25/2018,Commercial & Industrial,Industrial Controls,344518
01/25/2018,Commercial & Industrial,Raco/TayMac,361470
01/25/2018,Commercial & Industrial,WBP,1298100
01/25/2018,Commercial & Industrial,Wiegmann,253858
01/25/2018,Construction & Energy,Austdac,176502
01/25/2018,Construction & Energy,Burndy - US,1027200
01/25/2018,Construction & Energy,CMC,239672
01/25/2018,Construction & Energy,Continental Industries,146000
01/25/2018,Construction & Energy,GAI-Tronics - UK,137928
01/25/2018,Construction & Energy,GAI-Tronics - US,300979
01/25/2018,Construction & Energy,Hawke - UK,83657
01/25/2018,Construction & Energy,Hubbell Canada,837342
01/25/2018,Construction & Energy,Hubbell Products Mexico,127738
01/25/2018,Construction & Energy,Hubbell Scotland,197128
01/25/2018,Construction & Energy,Killark,360999
01/25/2018,Construction & Energy,Lyall,194000
01/25/2018,Hubbell Lighting,C & I,2892675
01/25/2018,Hubbell Lighting,Residential,810160
01/25/2018,Integrated Solutions,Integrated Solutions,800
01/25/2018,Power Systems,Aiken - Arresters,246320
01/25/2018,Power Systems,Aiken - Cable Acc,48634
01/25/2018,Power Systems,Aiken - Insulator,-5136
01/25/2018,Power Systems,Civil & Construction,714803
01/25/2018,Power Systems,Connectors,379999
01/25/2018,Power Systems,EMC,89801
01/25/2018,Power Systems,Enclosures,345388
01/25/2018,Power Systems,HPS Brazil,107000
01/25/2018,Power Systems,HPS China,10795
01/25/2018,Power Systems,Switching Fusing,417421
01/25/2018,Power Systems,Tools and Equipment,84861
01/25/2018,Power Systems,Total Bushings,512024
01/25/2018,Power Systems,Utility Automation,114993
01/26/2018,Commercial & Industrial,ACME,149317
01/26/2018,Commercial & Industrial,Gleason Reel,107914
01/26/2018,Commercial & Industrial,Haefely,140753
01/26/2018,Commercial & Industrial,Hipotronics,11438
01/26/2018,Commercial & Industrial,Industrial Controls,296216
01/26/2018,Commercial & Industrial,Raco/TayMac,444824
01/26/2018,Commercial & Industrial,WBP,1401777
01/26/2018,Commercial & Industrial,Wiegmann,175256
01/26/2018,Construction & Energy,Burndy - US,799593
01/26/2018,Construction & Energy,CMC,130425
01/26/2018,Construction & Energy,Continental Industries,660000
01/26/2018,Construction & Energy,GAI-Tronics - UK,11526
01/26/2018,Construction & Energy,GAI-Tronics - US,241455
01/26/2018,Construction & Energy,Gai-Tronics - Italy,-138034
01/26/2018,Construction & Energy,Hawke - UK,306021
01/26/2018,Construction & Energy,Hubbell Canada,588962
01/26/2018,Construction & Energy,Hubbell Products Mexico,129126
01/26/2018,Construction & Energy,Hubbell Scotland,24343
01/26/2018,Construction & Energy,Killark,303592
01/26/2018,Construction & Energy,Lyall,363000
01/26/2018,Hubbell Lighting,C & I,3129583
01/26/2018,Hubbell Lighting,Residential,699321
01/26/2018,Integrated Solutions,Integrated Solutions,7333
01/26/2018,Power Systems,Aiken - Arresters,-77573
01/26/2018,Power Systems,Aiken - Cable Acc,111747
01/26/2018,Power Systems,Aiken - Insulator,297375
01/26/2018,Power Systems,Civil & Construction,857478
01/26/2018,Power Systems,Connectors,700730
01/26/2018,Power Systems,EMC,83868
01/26/2018,Power Systems,Enclosures,528489
01/26/2018,Power Systems,HPS Brazil,357818
01/26/2018,Power Systems,HPS China,1299
01/26/2018,Power Systems,Switching Fusing,752004
01/26/2018,Power Systems,Tools and Equipment,262154
01/26/2018,Power Systems,Total Bushings,410587
01/26/2018,Power Systems,Utility Automation,140583
01/29/2018,Commercial & Industrial,ACME,257007
01/29/2018,Commercial & Industrial,Gleason Reel,137222
01/29/2018,Commercial & Industrial,Haefely,24855
01/29/2018,Commercial & Industrial,Hipotronics,33013
01/29/2018,Commercial & Industrial,Industrial Controls,230790
01/29/2018,Commercial & Industrial,Raco/TayMac,1436397
01/29/2018,Commercial & Industrial,WBP,1354495
01/29/2018,Commercial & Industrial,Wiegmann,170166
01/29/2018,Construction & Energy,Austdac,34667
01/29/2018,Construction & Energy,Burndy - US,753095
01/29/2018,Construction & Energy,CMC,215909
01/29/2018,Construction & Energy,Continental Industries,328000
01/29/2018,Construction & Energy,GAI-Tronics - UK,75118
01/29/2018,Construction & Energy,GAI-Tronics - US,358540
01/29/2018,Construction & Energy,Gai-Tronics - Italy,-29919
01/29/2018,Construction & Energy,Hawke - UK,50948
01/29/2018,Construction & Energy,Hubbell Canada,275665
01/29/2018,Construction & Energy,Hubbell Products Mexico,209451
01/29/2018,Construction & Energy,Hubbell Scotland,42071
01/29/2018,Construction & Energy,Killark,233059
01/29/2018,Construction & Energy,Lyall,918000
01/29/2018,Hubbell Lighting,C & I,3806126
01/29/2018,Hubbell Lighting,Residential,1453702
01/29/2018,Integrated Solutions,Integrated Solutions,715
01/29/2018,Power Systems,Aiken - Arresters,450049
01/29/2018,Power Systems,Aiken - Cable Acc,123305
01/29/2018,Power Systems,Aiken - Insulator,224619
01/29/2018,Power Systems,Civil & Construction,493048
01/29/2018,Power Systems,Connectors,823719
01/29/2018,Power Systems,EMC,143978
01/29/2018,Power Systems,Enclosures,787462
01/29/2018,Power Systems,HPS Brazil,21000
01/29/2018,Power Systems,HPS China,2042
01/29/2018,Power Systems,Switching Fusing,540138
01/29/2018,Power Systems,Tools and Equipment,394360
01/29/2018,Power Systems,Total Bushings,487800
01/29/2018,Power Systems,Utility Automation,104625
01/30/2018,Commercial & Industrial,ACME,153159
01/30/2018,Commercial & Industrial,Gleason Reel,154109
01/30/2018,Commercial & Industrial,Haefely,64578
01/30/2018,Commercial & Industrial,Hipotronics,62314
01/30/2018,Commercial & Industrial,Industrial Controls,364436
01/30/2018,Commercial & Industrial,Raco/TayMac,760063
01/30/2018,Commercial & Industrial,WBP,1757450
01/30/2018,Commercial & Industrial,Wiegmann,123803
01/30/2018,Construction & Energy,Austdac,102689
01/30/2018,Construction & Energy,Burndy - US,585983
01/30/2018,Construction & Energy,CMC,210181
01/30/2018,Construction & Energy,Continental Industries,160000
01/30/2018,Construction & Energy,GAI-Tronics - UK,79583
01/30/2018,Construction & Energy,GAI-Tronics - US,264618
01/30/2018,Construction & Energy,Hawke - UK,119062
01/30/2018,Construction & Energy,Hubbell Canada,411965
01/30/2018,Construction & Energy,Hubbell Products Mexico,215508
01/30/2018,Construction & Energy,Hubbell Scotland,126479
01/30/2018,Construction & Energy,Killark,365453
01/30/2018,Construction & Energy,Lyall,327000
01/30/2018,Hubbell Lighting,C & I,2171581
01/30/2018,Hubbell Lighting,Residential,676931
01/30/2018,Integrated Solutions,Integrated Solutions,2714
01/30/2018,Power Systems,Aiken - Arresters,281052
01/30/2018,Power Systems,Aiken - Cable Acc,66553
01/30/2018,Power Systems,Aiken - Insulator,82140
01/30/2018,Power Systems,Civil & Construction,787168
01/30/2018,Power Systems,Connectors,569537
01/30/2018,Power Systems,EMC,284461
01/30/2018,Power Systems,Enclosures,689792
01/30/2018,Power Systems,HPS Brazil,203246
01/30/2018,Power Systems,HPS China,25834
01/30/2018,Power Systems,Switching Fusing,395287
01/30/2018,Power Systems,Tools and Equipment,407533
01/30/2018,Power Systems,Total Bushings,435819
01/30/2018,Power Systems,Utility Automation,491692
01/31/2018,Commercial & Industrial,ACME,146493
01/31/2018,Commercial & Industrial,Gleason Reel,87193
01/31/2018,Commercial & Industrial,Haefely,52203
01/31/2018,Commercial & Industrial,Hipotronics,66550
01/31/2018,Commercial & Industrial,Industrial Controls,277896
01/31/2018,Commercial & Industrial,Raco/TayMac,1050086
01/31/2018,Commercial & Industrial,WBP,1487888
01/31/2018,Commercial & Industrial,Wiegmann,254795
01/31/2018,Construction & Energy,Austdac,36675
01/31/2018,Construction & Energy,Burndy - US,1023385
01/31/2018,Construction & Energy,CMC,434939
01/31/2018,Construction & Energy,Continental Industries,148000
01/31/2018,Construction & Energy,GAI-Tronics - UK,635155
01/31/2018,Construction & Energy,GAI-Tronics - US,202385
01/31/2018,Construction & Energy,Gai-Tronics - Italy,27025
01/31/2018,Construction & Energy,Hawke - UK,23843
01/31/2018,Construction & Energy,Hubbell Canada,500016
01/31/2018,Construction & Energy,Hubbell Products Mexico,268256
01/31/2018,Construction & Energy,Hubbell Scotland,77812
01/31/2018,Construction & Energy,Killark,347801
01/31/2018,Construction & Energy,Lyall,299000
01/31/2018,Hubbell Lighting,C & I,2155853
01/31/2018,Hubbell Lighting,Residential,452971
01/31/2018,Integrated Solutions,Integrated Solutions,59824
01/31/2018,Power Systems,Aiken - Arresters,209859
01/31/2018,Power Systems,Aiken - Cable Acc,114903
01/31/2018,Power Systems,Aiken - Insulator,176974
01/31/2018,Power Systems,Civil & Construction,1152227
01/31/2018,Power Systems,Connectors,1017567
01/31/2018,Power Systems,EMC,108768
01/31/2018,Power Systems,Enclosures,1287424
01/31/2018,Power Systems,HPS Brazil,100000
01/31/2018,Power Systems,HPS China,650
01/31/2018,Power Systems,Switching Fusing,359833
01/31/2018,Power Systems,Tools and Equipment,220693
01/31/2018,Power Systems,Total Bushings,288963
01/31/2018,Power Systems,Utility Automation,350368
02/01/2018,Commercial & Industrial,ACME,222319
02/01/2018,Commercial & Industrial,Gleason Reel,153888
02/01/2018,Commercial & Industrial,Haefely,594108
02/01/2018,Commercial & Industrial,Hipotronics,46510
02/01/2018,Commercial & Industrial,Industrial Controls,211607
02/01/2018,Commercial & Industrial,Raco/TayMac,405487
02/01/2018,Commercial & Industrial,WBP,1706005
02/01/2018,Commercial & Industrial,Wiegmann,213052
02/01/2018,Construction & Energy,Austdac,85057
02/01/2018,Construction & Energy,Burndy - US,830710
02/01/2018,Construction & Energy,CMC,145001
02/01/2018,Construction & Energy,Continental Industries,364000
02/01/2018,Construction & Energy,GAI-Tronics - UK,32086
02/01/2018,Construction & Energy,GAI-Tronics - US,232028
02/01/2018,Construction & Energy,Gai-Tronics - Italy,21750
02/01/2018,Construction & Energy,Hawke - UK,11134
02/01/2018,Construction & Energy,Hubbell Canada,429796
02/01/2018,Construction & Energy,Hubbell Products Mexico,106163
02/01/2018,Construction & Energy,Hubbell Scotland,221746
02/01/2018,Construction & Energy,Killark,265210
02/01/2018,Construction & Energy,Lyall,764000
02/01/2018,Hubbell Lighting,C & I,3084498
02/01/2018,Hubbell Lighting,Residential,3070572
02/01/2018,Integrated Solutions,Integrated Solutions,2696
02/01/2018,Power Systems,Aiken - Arresters,161616
02/01/2018,Power Systems,Aiken - Cable Acc,126945
02/01/2018,Power Systems,Aiken - Insulator,113858
02/01/2018,Power Systems,Civil & Construction,942663
02/01/2018,Power Systems,Connectors,708783
02/01/2018,Power Systems,EMC,166704
02/01/2018,Power Systems,Enclosures,764317
02/01/2018,Power Systems,HPS Brazil,322000
02/01/2018,Power Systems,HPS China,-403
02/01/2018,Power Systems,Switching Fusing,338099
02/01/2018,Power Systems,Tools and Equipment,329446
02/01/2018,Power Systems,Total Bushings,417978
02/01/2018,Power Systems,Utility Automation,99209
02/02/2018,Commercial & Industrial,ACME,127690
02/02/2018,Commercial & Industrial,Gleason Reel,98863
02/02/2018,Commercial & Industrial,Haefely,52186
02/02/2018,Commercial & Industrial,Hipotronics,14180
02/02/2018,Commercial & Industrial,Industrial Controls,166230
02/02/2018,Commercial & Industrial,Raco/TayMac,433251
02/02/2018,Commercial & Industrial,WBP,1650583
02/02/2018,Commercial & Industrial,Wiegmann,171929
02/02/2018,Construction & Energy,Austdac,170843
02/02/2018,Construction & Energy,Burndy - US,875124
02/02/2018,Construction & Energy,CMC,537203
02/02/2018,Construction & Energy,Continental Industries,649000
02/02/2018,Construction & Energy,GAI-Tronics - UK,29687
02/02/2018,Construction & Energy,GAI-Tronics - US,257815
02/02/2018,Construction & Energy,Hawke - UK,22190
02/02/2018,Construction & Energy,Hubbell Canada,398345
02/02/2018,Construction & Energy,Hubbell Products Mexico,109140
02/02/2018,Construction & Energy,Hubbell Scotland,173934
02/02/2018,Construction & Energy,Killark,274727
02/02/2018,Construction & Energy,Lyall,1275000
02/02/2018,Hubbell Lighting,C & I,4293463
02/02/2018,Hubbell Lighting,Residential,785556
02/02/2018,Integrated Solutions,Integrated Solutions,3555
02/02/2018,Power Systems,Aiken - Arresters,244350
02/02/2018,Power Systems,Aiken - Cable Acc,177887
02/02/2018,Power Systems,Aiken - Insulator,228590
02/02/2018,Power Systems,Civil & Construction,560412
02/02/2018,Power Systems,Connectors,575669
02/02/2018,Power Systems,EMC,181059
02/02/2018,Power Systems,Enclosures,457212
02/02/2018,Power Systems,HPS Brazil,231000
02/02/2018,Power Systems,HPS China,3809
02/02/2018,Power Systems,Switching Fusing,557776
02/02/2018,Power Systems,Tools and Equipment,285964
02/02/2018,Power Systems,Total Bushings,437578
02/02/2018,Power Systems,Utility Automation,641252
02/02/2018,Power Systems - Aclara,AMI,155907
02/02/2018,Power Systems - Aclara,Meters,1462
02/05/2018,Commercial & Industrial,ACME,162989
02/05/2018,Commercial & Industrial,Gleason Reel,159223
02/05/2018,Commercial & Industrial,Haefely,35489
02/05/2018,Commercial & Industrial,Hipotronics,42717
02/05/2018,Commercial & Industrial,Industrial Controls,210254
02/05/2018,Commercial & Industrial,Raco/TayMac,1673209
02/05/2018,Commercial & Industrial,WBP,764255
02/05/2018,Commercial & Industrial,Wiegmann,188212
02/05/2018,Construction & Energy,Austdac,71461
