Calendar Day,Group,Profit Center Group,Gross Order $
02/18/2018,Hubbell Lighting,Progress Lighting,4687761.39
02/18/2018,Hubbell Lighting,Security Lighting,357413.19
02/18/2018,Hubbell Lighting,Thomas,220189.89
02/18/2018,Power Systems,Above Ground,131149.4
02/18/2018,Power Systems,Blocks,446.4
02/18/2018,Power Systems,Civil,1035235.94
02/18/2018,Power Systems,Cutouts  Polymer,648795.53
02/18/2018,Power Systems,Cutouts  Porcelain,221371.01
02/18/2018,Power Systems,Dist Automation,375242.69
02/18/2018,Power Systems,Distribution Arresters,948740.93
02/18/2018,Power Systems,Distribution Connectors,1843454.57
02/18/2018,Power Systems,Distribution Insulators,578147.25
02/18/2018,Power Systems,Drain,65572.61
02/18/2018,Power Systems,Electro Composites,321052.97
02/18/2018,Power Systems,Fiber & Cable Accessories,126994.06
02/18/2018,Power Systems,Fiber Splice Products,16480.53
02/18/2018,Power Systems,Fiberglass Construction,218850.76
02/18/2018,Power Systems,Fuse Links,53777.6
02/18/2018,Power Systems,Gloves,52979.19
02/18/2018,Power Systems,HotBox,136074.66
02/18/2018,Power Systems,HPS Shanghai,23340.11
02/18/2018,Power Systems,OVHD Switches,362032.37
02/18/2018,Power Systems,PCORE,920805
02/18/2018,Power Systems,PenCell,429867.38
02/18/2018,Power Systems,Pole Line Hardware,1517278.68
02/18/2018,Power Systems,Power Load,61279.93
02/18/2018,Power Systems,Resale,243086.22
02/18/2018,Power Systems,Reuel,106015.93
02/18/2018,Power Systems,Sub Automation,945649.9
02/18/2018,Power Systems,Substation Connectors,478995.81
02/18/2018,Power Systems,Substation HC Arresters,297827.68
02/18/2018,Power Systems,Substation SC Arresters,289660.85
02/18/2018,Power Systems,Substation Switches,743685.71
02/18/2018,Power Systems,Traditional Tools,609922.35
02/18/2018,Power Systems,Transmission Arresters,81440.51
02/18/2018,Power Systems,Transmission Connectors,1182809.72
02/18/2018,Power Systems,Transmission Insulators,1431158.64
02/18/2018,Power Systems,Turner Electric,328034.52
02/18/2018,Power Systems,Under Ground,1980881.08
02/18/2018,Power Systems,URD Accessories,338999.01
02/18/2018,Power Systems,URD Arresters,109780.23
02/18/2018,Power Systems,Utility Anchors,1408280.19
02/25/2018,Commercial & Industrial,ACME,745073.21
02/25/2018,Commercial & Industrial,Bryant Electric,433596.51
02/25/2018,Commercial & Industrial,Gleason Reel,606413.07
02/25/2018,Commercial & Industrial,Hipotronics,418059.7
02/25/2018,Commercial & Industrial,ICD,1519766.85
02/25/2018,Commercial & Industrial,Premise Wiring,1062732.99
02/25/2018,Commercial & Industrial,RACO,4097405.97
02/25/2018,Commercial & Industrial,WDK,7853897.24
02/25/2018,Commercial & Industrial,Wiegmann,1061817.69
02/25/2018,Construction & Energy,Burndy - MX,691656.43
02/25/2018,Construction & Energy,Burndy - US,4621987.11
02/25/2018,Construction & Energy,CMC,1856340.43
02/25/2018,Construction & Energy,Continental Industries,0
02/25/2018,Construction & Energy,GAI-Tronics - US,824013.67
02/25/2018,Construction & Energy,Gai-Tronics Italy,0
02/25/2018,Construction & Energy,GAI-Tronics UK,421978.47
02/25/2018,Construction & Energy,Hawke - UK,375389.6
02/25/2018,Construction & Energy,Hawke - US,194115.46
02/25/2018,Construction & Energy,Hubbell Canada,1987519.02
02/25/2018,Construction & Energy,Hubbell Scotland,1051405.34
02/25/2018,Construction & Energy,Killark,1568838.19
02/25/2018,Construction & Energy,RigPower Connectors,123077.46
02/25/2018,Hubbell Lighting,AAL,338648.56
02/25/2018,Hubbell Lighting,Alera,193713.23
02/25/2018,Hubbell Lighting,Beacon,1303027.67
02/25/2018,Hubbell Lighting,Columbia,3764507.58
02/25/2018,Hubbell Lighting,Dual-Lite,1396544.05
02/25/2018,Hubbell Lighting,Hubbell Control Solutions,689821.8
02/25/2018,Hubbell Lighting,Industrial Lighting,201733.65
02/25/2018,Hubbell Lighting,Kim,719425.48
02/25/2018,Hubbell Lighting,Kurt Versen,43041
02/25/2018,Hubbell Lighting,Litecontrol,1050246.47
02/25/2018,Hubbell Lighting,Norlux,213805.06
02/25/2018,Hubbell Lighting,Outdoor,1388516.13
02/25/2018,Hubbell Lighting,P2,0
02/25/2018,Hubbell Lighting,Prescolite,1100202.63
02/25/2018,Hubbell Lighting,Progress Lighting,5600716.39
02/25/2018,Hubbell Lighting,Security Lighting,194886.35
02/25/2018,Hubbell Lighting,Thomas,142327.23
02/25/2018,Power Systems,Above Ground,226850.04
02/25/2018,Power Systems,Blocks,27468
02/25/2018,Power Systems,Civil,543629.37
02/25/2018,Power Systems,Cutouts  Polymer,602264.43
02/25/2018,Power Systems,Cutouts  Porcelain,209679.35
02/25/2018,Power Systems,Dist Automation,534273.24
02/25/2018,Power Systems,Distribution Arresters,770357.08
02/25/2018,Power Systems,Distribution Connectors,1301456.89
02/25/2018,Power Systems,Distribution Insulators,243443.67
02/25/2018,Power Systems,Drain,25098.13
02/25/2018,Power Systems,Electro Composites,109390.19
02/25/2018,Power Systems,Fiber & Cable Accessories,74504.12
02/25/2018,Power Systems,Fiber Splice Products,8747.15
02/25/2018,Power Systems,Fiberglass Construction,192555.82
02/25/2018,Power Systems,Fuse Links,44498.17
02/25/2018,Power Systems,Gloves,56777.68
02/25/2018,Power Systems,HotBox,165922.88
02/25/2018,Power Systems,HPS Shanghai,4440.51
02/25/2018,Power Systems,OVHD Switches,751099.85
02/25/2018,Power Systems,PCORE,462499
02/25/2018,Power Systems,PenCell,668738.7
02/25/2018,Power Systems,Pole Line Hardware,1450774.51
02/25/2018,Power Systems,Power Load,64176.08
02/25/2018,Power Systems,Resale,257050.28
02/25/2018,Power Systems,Reuel,204102.84
02/25/2018,Power Systems,Sub Automation,115987.29
02/25/2018,Power Systems,Substation Connectors,329510.6
02/25/2018,Power Systems,Substation HC Arresters,151775.4
02/25/2018,Power Systems,Substation SC Arresters,223691.81
02/25/2018,Power Systems,Substation Switches,403106.37
02/25/2018,Power Systems,Traditional Tools,797743.17
02/25/2018,Power Systems,Transmission Arresters,126808.2
02/25/2018,Power Systems,Transmission Connectors,1108068.74
02/25/2018,Power Systems,Transmission Insulators,2629427.76
02/25/2018,Power Systems,Turner Electric,329610.59
02/25/2018,Power Systems,Under Ground,2450368.07
02/25/2018,Power Systems,URD Accessories,305838.43
02/25/2018,Power Systems,URD Arresters,63329.19
02/25/2018,Power Systems,Utility Anchors,1276930.41
03/04/2018,Commercial & Industrial,ACME,827934.91
03/04/2018,Commercial & Industrial,Bryant Electric,464716.7
03/04/2018,Commercial & Industrial,Gleason Reel,530921.99
03/04/2018,Commercial & Industrial,Hipotronics,596240.58
03/04/2018,Commercial & Industrial,ICD,1639534.45
03/04/2018,Commercial & Industrial,Premise Wiring,1307417.66
03/04/2018,Commercial & Industrial,RACO,4582979.21
03/04/2018,Commercial & Industrial,WDK,8856444.11
03/04/2018,Commercial & Industrial,Wiegmann,1107982.51
03/04/2018,Construction & Energy,Burndy - MX,1147658.21
03/04/2018,Construction & Energy,Burndy - US,6105866.5
03/04/2018,Construction & Energy,CMC,1511290.91
03/04/2018,Construction & Energy,Continental Industries,0
03/04/2018,Construction & Energy,GAI-Tronics - US,730797.06
03/04/2018,Construction & Energy,Gai-Tronics Italy,0
03/04/2018,Construction & Energy,GAI-Tronics UK,290058.01
03/04/2018,Construction & Energy,Hawke - UK,917026.67
03/04/2018,Construction & Energy,Hawke - US,152047.74
03/04/2018,Construction & Energy,Hubbell Canada,2889044.86
03/04/2018,Construction & Energy,Hubbell Scotland,521898.02
03/04/2018,Construction & Energy,Killark,1594254.58
03/04/2018,Construction & Energy,RigPower Connectors,32257.31
03/04/2018,Hubbell Lighting,AAL,544861.64
03/04/2018,Hubbell Lighting,Alera,53767.2
03/04/2018,Hubbell Lighting,Beacon,1587253.6
03/04/2018,Hubbell Lighting,Columbia,5418859.41
03/04/2018,Hubbell Lighting,Dual-Lite,1558274.88
03/04/2018,Hubbell Lighting,Hubbell Control Solutions,665311.86
03/04/2018,Hubbell Lighting,Industrial Lighting,486652.76
03/04/2018,Hubbell Lighting,Kim,622840.44
03/04/2018,Hubbell Lighting,Kurt Versen,127587.31
03/04/2018,Hubbell Lighting,Litecontrol,807783.25
03/04/2018,Hubbell Lighting,Norlux,544939.96
03/04/2018,Hubbell Lighting,Outdoor,1581507.06
03/04/2018,Hubbell Lighting,P2,0
03/04/2018,Hubbell Lighting,Prescolite,997262.7
03/04/2018,Hubbell Lighting,Progress Lighting,5067411.37
03/04/2018,Hubbell Lighting,Security Lighting,431890.86
03/04/2018,Hubbell Lighting,Thomas,372090.98
03/04/2018,Power Systems,Above Ground,132216.81
03/04/2018,Power Systems,Blocks,2678.4
03/04/2018,Power Systems,Civil,936499.08
03/04/2018,Power Systems,Cutouts  Polymer,856238.51
03/04/2018,Power Systems,Cutouts  Porcelain,561338.22
03/04/2018,Power Systems,Dist Automation,602977.05
03/04/2018,Power Systems,Distribution Arresters,1099456.76
03/04/2018,Power Systems,Distribution Connectors,2540369.31
03/04/2018,Power Systems,Distribution Insulators,371001.28
03/04/2018,Power Systems,Drain,32984.82
03/04/2018,Power Systems,Electro Composites,41061.9
03/04/2018,Power Systems,Fiber & Cable Accessories,266268.01
03/04/2018,Power Systems,Fiber Splice Products,71266.63
03/04/2018,Power Systems,Fiberglass Construction,225604.97
03/04/2018,Power Systems,Fuse Links,131932.61
03/04/2018,Power Systems,Gloves,33609.43
03/04/2018,Power Systems,HotBox,215159.87
03/04/2018,Power Systems,HPS Shanghai,9191.45
03/04/2018,Power Systems,OVHD Switches,728757.16
03/04/2018,Power Systems,PCORE,1457057
03/04/2018,Power Systems,PenCell,326160.35
03/04/2018,Power Systems,Pole Line Hardware,2033626.34
03/04/2018,Power Systems,Power Load,84062.32
03/04/2018,Power Systems,Resale,282560.03
03/04/2018,Power Systems,Reuel,15947.21
03/04/2018,Power Systems,Sub Automation,316192.84
03/04/2018,Power Systems,Substation Connectors,365675.01
03/04/2018,Power Systems,Substation HC Arresters,184146.32
03/04/2018,Power Systems,Substation SC Arresters,289307.41
03/04/2018,Power Systems,Substation Switches,392724.04
03/04/2018,Power Systems,Traditional Tools,729995.17
03/04/2018,Power Systems,Transmission Arresters,205000.4
03/04/2018,Power Systems,Transmission Connectors,983061.68
03/04/2018,Power Systems,Transmission Insulators,1099286.69
03/04/2018,Power Systems,Turner Electric,411404.23
03/04/2018,Power Systems,Under Ground,2122137.22
03/04/2018,Power Systems,URD Accessories,344766.92
03/04/2018,Power Systems,URD Arresters,170766.4
03/04/2018,Power Systems,Utility Anchors,1254010.92
03/11/2018,Commercial & Industrial,ACME,711446.11
03/11/2018,Commercial & Industrial,Bryant Electric,273997.63
03/11/2018,Commercial & Industrial,Gleason Reel,739498.2
03/11/2018,Commercial & Industrial,Hipotronics,229837.14
03/11/2018,Commercial & Industrial,ICD,878246.86
03/11/2018,Commercial & Industrial,Premise Wiring,1261176.66
03/11/2018,Commercial & Industrial,RACO,4598151.54
03/11/2018,Commercial & Industrial,WDK,8631437
03/11/2018,Commercial & Industrial,Wiegmann,1234386.14
03/11/2018,Construction & Energy,Burndy - MX,468946.71
03/11/2018,Construction & Energy,Burndy - US,5926632.64
03/11/2018,Construction & Energy,CMC,1567556.81
03/11/2018,Construction & Energy,Continental Industries,0
03/11/2018,Construction & Energy,GAI-Tronics - US,571772.67
03/11/2018,Construction & Energy,Gai-Tronics Italy,5652.3
03/11/2018,Construction & Energy,GAI-Tronics UK,268852.52
03/11/2018,Construction & Energy,Hawke - UK,164267.24
03/11/2018,Construction & Energy,Hawke - US,276617.37
03/11/2018,Construction & Energy,Hubbell Canada,2625228.29
03/11/2018,Construction & Energy,Hubbell Scotland,771498.11
03/11/2018,Construction & Energy,Killark,1786917.87
03/11/2018,Construction & Energy,RigPower Connectors,41135.81
03/11/2018,Hubbell Lighting,AAL,236380.75
03/11/2018,Hubbell Lighting,Alera,195459.43
03/11/2018,Hubbell Lighting,Beacon,1313483.78
03/11/2018,Hubbell Lighting,Columbia,6504023.74
03/11/2018,Hubbell Lighting,Dual-Lite,1452705.2
03/11/2018,Hubbell Lighting,Hubbell Control Solutions,759312.58
03/11/2018,Hubbell Lighting,Industrial Lighting,221703.5
03/11/2018,Hubbell Lighting,Kim,1282561.18
03/11/2018,Hubbell Lighting,Kurt Versen,203754.49
03/11/2018,Hubbell Lighting,Litecontrol,691045.15
03/11/2018,Hubbell Lighting,Norlux,204556.08
03/11/2018,Hubbell Lighting,Outdoor,1635235.19
03/11/2018,Hubbell Lighting,P2,0
03/11/2018,Hubbell Lighting,Prescolite,1021899.57
03/11/2018,Hubbell Lighting,Progress Lighting,5276472.68
03/11/2018,Hubbell Lighting,Security Lighting,347574.52
03/11/2018,Hubbell Lighting,Thomas,290672.21
03/11/2018,Power Systems,Above Ground,252064.59
03/11/2018,Power Systems,Blocks,457.56
03/11/2018,Power Systems,Civil,648013.1
03/11/2018,Power Systems,Cutouts  Polymer,830724.52
03/11/2018,Power Systems,Cutouts  Porcelain,225746.43
03/11/2018,Power Systems,Dist Automation,668407.57
03/11/2018,Power Systems,Distribution Arresters,917751.04
03/11/2018,Power Systems,Distribution Connectors,2776615.96
03/11/2018,Power Systems,Distribution Insulators,295092.7
03/11/2018,Power Systems,Drain,62848.97
03/11/2018,Power Systems,Electro Composites,282246.65
03/11/2018,Power Systems,Fiber & Cable Accessories,80644.2
03/11/2018,Power Systems,Fiber Splice Products,18013.56
03/11/2018,Power Systems,Fiberglass Construction,291709.98
03/11/2018,Power Systems,Fuse Links,321223.55
03/11/2018,Power Systems,Gloves,37593.29
03/11/2018,Power Systems,HotBox,182193.02
03/11/2018,Power Systems,HPS Shanghai,40038.81
03/11/2018,Power Systems,OVHD Switches,505148.8
03/11/2018,Power Systems,PCORE,848694
03/11/2018,Power Systems,PenCell,359070.04
03/11/2018,Power Systems,Pole Line Hardware,2322732.51
03/11/2018,Power Systems,Power Load,23207.43
03/11/2018,Power Systems,Resale,241981.96
03/11/2018,Power Systems,Reuel,66788.33
03/11/2018,Power Systems,Sub Automation,898603.74
03/11/2018,Power Systems,Substation Connectors,378965.58
03/11/2018,Power Systems,Substation HC Arresters,158459.2
03/11/2018,Power Systems,Substation SC Arresters,321507.63
03/11/2018,Power Systems,Substation Switches,854661.95
03/11/2018,Power Systems,Traditional Tools,1079099.1
03/11/2018,Power Systems,Transmission Arresters,80700.4
03/11/2018,Power Systems,Transmission Connectors,1284291.83
03/11/2018,Power Systems,Transmission Insulators,836183.88
03/11/2018,Power Systems,Turner Electric,370976.3
03/11/2018,Power Systems,Under Ground,2136531.75
03/11/2018,Power Systems,URD Accessories,398963.42
03/11/2018,Power Systems,URD Arresters,79596.62
03/11/2018,Power Systems,Utility Anchors,1219631.22
03/18/2018,Commercial & Industrial,ACME,849817.99
03/18/2018,Commercial & Industrial,Bryant Electric,465072.85
03/18/2018,Commercial & Industrial,Gleason Reel,735133.49
03/18/2018,Commercial & Industrial,Hipotronics,104131.6
03/18/2018,Commercial & Industrial,ICD,1436370.24
03/18/2018,Commercial & Industrial,Premise Wiring,1009232.11
03/18/2018,Commercial & Industrial,RACO,5531434.74
03/18/2018,Commercial & Industrial,WDK,8778159.57
03/18/2018,Commercial & Industrial,Wiegmann,1052443.39
03/18/2018,Construction & Energy,Burndy - MX,491682.44
03/18/2018,Construction & Energy,Burndy - US,6649289.27
03/18/2018,Construction & Energy,CMC,1118599.69
03/18/2018,Construction & Energy,Continental Industries,0
03/18/2018,Construction & Energy,GAI-Tronics - US,904303.59
03/18/2018,Construction & Energy,Gai-Tronics Italy,0
03/18/2018,Construction & Energy,GAI-Tronics UK,297067.82
03/18/2018,Construction & Energy,Hawke - UK,509357.14
03/18/2018,Construction & Energy,Hawke - US,175556.94
03/18/2018,Construction & Energy,Hubbell Canada,2445782.62
03/18/2018,Construction & Energy,Hubbell Scotland,349978.01
03/18/2018,Construction & Energy,Killark,1435747.33
03/18/2018,Construction & Energy,RigPower Connectors,19817.59
03/18/2018,Hubbell Lighting,AAL,663758.64
03/18/2018,Hubbell Lighting,Alera,116842.64
03/18/2018,Hubbell Lighting,Beacon,1111495.28
03/18/2018,Hubbell Lighting,Columbia,7419880.32
03/18/2018,Hubbell Lighting,Dual-Lite,1482744.09
03/18/2018,Hubbell Lighting,Hubbell Control Solutions,1007056.25
03/18/2018,Hubbell Lighting,Industrial Lighting,490535
03/18/2018,Hubbell Lighting,Kim,894125.47
03/18/2018,Hubbell Lighting,Kurt Versen,47806.88
03/18/2018,Hubbell Lighting,Litecontrol,477086.85
03/18/2018,Hubbell Lighting,Norlux,374536.22
03/18/2018,Hubbell Lighting,Outdoor,1540077.41
03/18/2018,Hubbell Lighting,P2,0
03/18/2018,Hubbell Lighting,Prescolite,1156126.24
03/18/2018,Hubbell Lighting,Progress Lighting,6340504.24
03/18/2018,Hubbell Lighting,Security Lighting,448067.62
03/18/2018,Hubbell Lighting,Thomas,193554.62
03/18/2018,Power Systems,Above Ground,94588.85
03/18/2018,Power Systems,Blocks,457.56
03/18/2018,Power Systems,Civil,736441.03
03/18/2018,Power Systems,Cutouts  Polymer,987556.81
03/18/2018,Power Systems,Cutouts  Porcelain,224217.97
03/18/2018,Power Systems,Dist Automation,511018.41
03/18/2018,Power Systems,Distribution Arresters,1011467.07
03/18/2018,Power Systems,Distribution Connectors,2012173.22
03/18/2018,Power Systems,Distribution Insulators,247959.12
03/18/2018,Power Systems,Drain,82078.5
03/18/2018,Power Systems,Electro Composites,112398.1
03/18/2018,Power Systems,Fiber & Cable Accessories,214362.9
03/18/2018,Power Systems,Fiber Splice Products,63155.78
03/18/2018,Power Systems,Fiberglass Construction,287039.58
03/18/2018,Power Systems,Fuse Links,297688.77
03/18/2018,Power Systems,Gloves,7184.72
03/18/2018,Power Systems,HotBox,105465.88
03/18/2018,Power Systems,HPS Shanghai,196961.72
03/18/2018,Power Systems,OVHD Switches,864141.23
03/18/2018,Power Systems,PCORE,424988
03/18/2018,Power Systems,PenCell,853081.75
03/18/2018,Power Systems,Pole Line Hardware,1651074.52
03/18/2018,Power Systems,Power Load,18477.89
03/18/2018,Power Systems,Resale,561609
03/18/2018,Power Systems,Reuel,196782.11
03/18/2018,Power Systems,Sub Automation,236834.21
03/18/2018,Power Systems,Substation Connectors,362954.12
03/18/2018,Power Systems,Substation HC Arresters,295105.67
03/18/2018,Power Systems,Substation SC Arresters,313256.71
03/18/2018,Power Systems,Substation Switches,587174.59
03/18/2018,Power Systems,Traditional Tools,1601566.89
03/18/2018,Power Systems,Transmission Arresters,46179.69
03/18/2018,Power Systems,Transmission Connectors,833994.22
03/18/2018,Power Systems,Transmission Insulators,590075.78
03/18/2018,Power Systems,Turner Electric,460310.26
03/18/2018,Power Systems,Under Ground,2617484.4
03/18/2018,Power Systems,URD Accessories,463483.64
03/18/2018,Power Systems,URD Arresters,106081.66
